Date,Day,Month,Year,SolRadiation (MJ/m²/day),TempMin (°C),TempMax (°C),RelHumMin (%),RelHumMax (%),net radiation name,net radiation,surplus,surplusinshort,deficit,deficitinshort,,,,,,,,,
9/6/2015,6,9,2015,6.8922,21.5,27.5,75,89,surplus,26.34658749,1.039453043,surplus,-0.039453043,deficit,,,,,,,,,
9/7/2015,7,9,2015,12.2528,22.5,28,65,90,surplus,29.0406944,1.035662455,surplus,-0.035662455,deficit,,,,,,,,,
9/8/2015,8,9,2015,9.9554,19.5,27,69,87,surplus,3.024548974,1.493937175,surplus,-0.493937175,deficit,,,,,,,,,
9/9/2015,9,9,2015,12.2528,20.5,29,63,97,surplus,26.12781134,1.039796542,surplus,-0.039796542,deficit,,,,,,,,,
9/10/2015,10,9,2015,14.5502,23,29,65,89,surplus,46.09369192,1.022176051,surplus,-0.022176051,deficit,,,,,,,,,
9/11/2015,11,9,2015,9.9554,22.5,27,64,90,surplus,17.55027999,1.060421939,surplus,-0.060421939,deficit,,,,,,,,,
9/12/2015,12,9,2015,16.0818,21.5,29.5,57,87,surplus,7.905671821,1.144808503,surplus,-0.144808503,deficit,,,,,,,,,
9/13/2015,13,9,2015,14.5502,21.5,30,60,90,surplus,28.02694903,1.037000107,surplus,-0.037000107,deficit,,,,,,,,,
9/14/2015,14,9,2015,12.2528,23,28,67,88,surplus,34.81175309,1.029575515,surplus,-0.029575515,deficit,,,,,,,,,
9/15/2015,15,9,2015,13.0186,22.5,30,65,90,surplus,49.71670464,1.02052684,surplus,-0.02052684,deficit,,,,,,,,,
9/16/2015,16,9,2015,9.1896,22,26,80,89,surplus,30.77091009,1.033589836,surplus,-0.033589836,deficit,,,,,,,,,
9/17/2015,17,9,2015,9.9554,22,27,73,90,surplus,29.47462754,1.035118984,surplus,-0.035118984,deficit,,,,,,,,,
9/18/2015,18,9,2015,11.487,22.5,28.5,68,89,surplus,37.2819159,1.02756194,surplus,-0.02756194,deficit,,,,,,,,,
9/19/2015,19,9,2015,10.7212,22.5,28,67,89,surplus,29.65271272,1.034900709,surplus,-0.034900709,deficit,,,,,,,,,
9/20/2015,20,9,2015,14.5502,23,30,64,90,surplus,56.46489901,1.018029421,surplus,-0.018029421,deficit,,,,,,,,,
9/21/2015,21,9,2015,15.316,22.5,30,63,89,surplus,47.52081567,1.021495754,surplus,-0.021495754,deficit,,,,,,,,,
9/22/2015,22,9,2015,10.7212,22,29,65,89,surplus,29.64113645,1.034914816,surplus,-0.034914816,deficit,,,,,,,,,
9/23/2015,23,9,2015,15.316,21.5,30.5,60,90,surplus,34.43761839,1.029906436,surplus,-0.029906436,deficit,,,,,,,,,
9/24/2015,24,9,2015,12.2528,23,30,65,94,surplus,59.19251764,1.01718434,surplus,-0.01718434,deficit,,,,,,,,,
9/25/2015,25,9,2015,12.2528,21.5,26.5,70,89,surplus,16.70238278,1.063684602,surplus,-0.063684602,deficit,,,,,,,,,
9/26/2015,26,9,2015,19.9108,21.5,31,55,89,surplus,23.43797949,1.044567293,surplus,-0.044567293,deficit,,,,,,,,,
9/27/2015,27,9,2015,20.6766,23.5,31,54,90,surplus,52.87130959,1.01927848,surplus,-0.01927848,deficit,,,,,,,,,
9/28/2015,28,9,2015,14.5502,22,31,60,91,surplus,46.14329981,1.022151682,surplus,-0.022151682,deficit,,,,,,,,,
9/29/2015,29,9,2015,16.8476,21,29.5,65,90,surplus,35.51552208,1.028972472,surplus,-0.028972472,deficit,,,,,,,,,
9/30/2015,30,9,2015,11.487,20.5,30,65,89,surplus,27.77599789,1.037346881,surplus,-0.037346881,deficit,,,,,,,,,
10/1/2015,1,10,2015,12.2528,23,31,59,90,surplus,46.0021518,1.02222116,surplus,-0.02222116,deficit,,,,,,,,,
10/2/2015,2,10,2015,9.1896,23,30.5,60,90,surplus,36.46946529,1.028193264,surplus,-0.028193264,deficit,,,,,,,,,
10/3/2015,3,10,2015,14.5502,21,30.5,60,90,surplus,28.33685273,1.036580656,surplus,-0.036580656,deficit,,,,,,,,,
10/4/2015,4,10,2015,14.5502,21,31.5,55,91,surplus,24.61560858,1.042344875,surplus,-0.042344875,deficit,,,,,,,,,
10/5/2015,5,10,2015,16.8476,23,30.5,62,90,surplus,62.64047726,1.016223106,surplus,-0.016223106,deficit,,,,,,,,,
10/6/2015,6,10,2015,17.6134,22.5,31,60,90,surplus,57.20047109,1.017793445,surplus,-0.017793445,deficit,,,,,,,,,
10/7/2015,7,10,2015,16.8476,22,31,55,89,surplus,27.92023973,1.037146772,surplus,-0.037146772,deficit,,,,,,,,,
10/8/2015,8,10,2015,12.2528,23,30,54,88,surplus,20.38468269,1.051587122,surplus,-0.051587122,deficit,,,,,,,,,
10/9/2015,9,10,2015,15.316,22.5,29,67,90,surplus,50.16575368,1.020339361,surplus,-0.020339361,deficit,,,,,,,,,
10/10/2015,10,10,2015,17.6134,21.5,31,50,88,deficit,0.408728051,-0.691269139,deficit,1.691269139,surplus,,,,,,,,,
10/11/2015,11,10,2015,15.316,21.5,30.5,64,90,surplus,47.69179086,1.021417041,surplus,-0.021417041,deficit,,,,,,,,,
10/12/2015,12,10,2015,17.6134,22,31,54,86,surplus,17.64379805,1.06008244,surplus,-0.06008244,deficit,,,,,,,,,
10/13/2015,13,10,2015,19.145,21.5,31.5,56,86,surplus,26.9503731,1.038535091,surplus,-0.038535091,deficit,,,,,,,,,
10/14/2015,14,10,2015,11.487,23.5,30,67,87,surplus,54.38341719,1.018732409,surplus,-0.018732409,deficit,,,,,,,,,
10/15/2015,15,10,2015,14.5502,23,31.5,52,90,surplus,34.02763824,1.030277672,surplus,-0.030277672,deficit,,,,,,,,,
10/16/2015,16,10,2015,16.0818,23,32,50,90,surplus,34.0854921,1.030224728,surplus,-0.030224728,deficit,,,,,,,,,
10/17/2015,17,10,2015,19.145,24,32.5,54,90,surplus,79.20075261,1.012787601,surplus,-0.012787601,deficit,,,,,,,,,
10/18/2015,18,10,2015,15.316,24,32.5,54,90,surplus,66.19661596,1.015338219,surplus,-0.015338219,deficit,,,,,,,,,
10/19/2015,19,10,2015,16.0818,22,32,57,94,surplus,57.36837281,1.017740445,surplus,-0.017740445,deficit,,,,,,,,,
10/20/2015,20,10,2015,17.6134,22,31,58,92,surplus,47.36940787,1.021565943,surplus,-0.021565943,deficit,,,,,,,,,
10/21/2015,21,10,2015,14.5502,22.5,30.5,65,91,surplus,61.8671764,1.016429216,surplus,-0.016429216,deficit,,,,,,,,,
10/22/2015,22,10,2015,11.487,22.5,30.5,65,90,surplus,50.19742423,1.020326267,surplus,-0.020326267,deficit,,,,,,,,,
10/23/2015,23,10,2015,16.8476,24,31.5,54,89,surplus,56.08078273,1.018155152,surplus,-0.018155152,deficit,,,,,,,,,
10/24/2015,24,10,2015,8.4238,23,31,60,90,surplus,37.88395827,1.027112058,surplus,-0.027112058,deficit,,,,,,,,,
10/25/2015,25,10,2015,18.3792,23.5,31.5,57,89,surplus,65.33898836,1.015542675,surplus,-0.015542675,deficit,,,,,,,,,
10/26/2015,26,10,2015,18.3792,24,31.5,65,92,surplus,115.6137047,1.00872496,surplus,-0.00872496,deficit,,,,,,,,,
10/27/2015,27,10,2015,9.1896,22,27,77,90,surplus,34.60256146,1.029759636,surplus,-0.029759636,deficit,,,,,,,,,
10/28/2015,28,10,2015,12.2528,21.5,28,60,90,surplus,9.000988983,1.124984549,surplus,-0.124984549,deficit,,,,,,,,,
10/29/2015,29,10,2015,14.5502,21.2,30,65,91,surplus,42.00551845,1.024386962,surplus,-0.024386962,deficit,,,,,,,,,
10/30/2015,30,10,2015,15.316,22,31,50,91,surplus,13.52027982,1.079870419,surplus,-0.079870419,deficit,,,,,,,,,
10/31/2015,31,10,2015,15.316,21.5,31,59,91,surplus,38.80775484,1.0264496,surplus,-0.0264496,deficit,,,,,,,,,
11/1/2015,1,11,2015,14.5502,21,31,60,90,surplus,33.8509068,1.03044056,surplus,-0.03044056,deficit,,,,,,,,,
11/2/2015,2,11,2015,6.8922,22,27,75,90,surplus,26.93674657,1.038555337,surplus,-0.038555337,deficit,,,,,,,,,
11/3/2015,3,11,2015,19.145,21.5,30.5,50,88,deficit,-6.678482341,0.869765931,deficit,0.130234069,surplus,,,,,,,,,
11/4/2015,4,11,2015,15.316,21,31.5,45,85,deficit,-21.39480651,0.95534679,deficit,0.04465321,surplus,,,,,,,,,
11/5/2015,5,11,2015,16.0818,23,31.5,44,86,deficit,-2.922502703,0.745060724,deficit,0.254939276,surplus,,,,,,,,,
11/6/2015,6,11,2015,16.8476,24,32,41,89,surplus,9.380618748,1.119322932,surplus,-0.119322932,deficit,,,,,,,,,
11/7/2015,7,11,2015,9.9554,22.5,29.5,65,89,surplus,35.96341471,1.028601325,surplus,-0.028601325,deficit,,,,,,,,,
11/8/2015,8,11,2015,16.0818,22.5,31.5,51,89,surplus,24.04521081,1.043392964,surplus,-0.043392964,deficit,,,,,,,,,
11/9/2015,9,11,2015,17.6134,22,32,55,86,surplus,34.37656066,1.029961146,surplus,-0.029961146,deficit,,,,,,,,,
11/10/2015,10,11,2015,18.3792,24,32.5,41,87,surplus,8.548631645,1.132474341,surplus,-0.132474341,deficit,,,,,,,,,
11/11/2015,11,11,2015,17.6134,24,32.5,40,89,surplus,9.751691758,1.114263622,surplus,-0.114263622,deficit,,,,,,,,,
11/12/2015,12,11,2015,16.8476,23.5,33,39,89,surplus,3.643258179,1.378320971,surplus,-0.378320971,deficit,,,,,,,,,
11/13/2015,13,11,2015,13.7844,22.5,33.5,34,85,deficit,-26.93121871,0.964197767,deficit,0.035802233,deficit,,,,,,,,,
11/14/2015,14,11,2015,17.6134,23.5,33,32,87,deficit,-33.71317116,0.971192491,deficit,0.028807509,deficit,,,,,,,,,
11/15/2015,15,11,2015,19.145,23,33,40,81,deficit,-22.20890505,0.95691309,deficit,0.04308691,surplus,,,,,,,,,
11/16/2015,16,11,2015,15.316,23.5,32,40,81,deficit,-17.96395955,0.947268396,deficit,0.052731604,surplus,,,,,,,,,
11/17/2015,17,11,2015,13.0186,23,32,36,87,deficit,-19.08567116,0.950213264,deficit,0.049786736,surplus,,,,,,,,,
11/18/2015,18,11,2015,18.3792,23,32.5,40,83,deficit,-20.57786568,0.953656214,deficit,0.046343786,surplus,,,,,,,,,
11/19/2015,19,11,2015,9.1896,22,32.5,28,89,deficit,-29.36611209,0.967068553,deficit,0.032931447,deficit,,,,,,,,,
11/20/2015,20,11,2015,14.5502,22,32,35,92,deficit,-27.08295429,0.964391211,deficit,0.035608789,deficit,,,,,,,,,
11/21/2015,21,11,2015,13.7844,23,32,35,89,deficit,-20.43223067,0.953341301,deficit,0.046658699,surplus,,,,,,,,,
11/22/2015,22,11,2015,14.5502,24,32,35,88,deficit,-13.2972311,0.930056387,deficit,0.069943613,surplus,,,,,,,,,
11/23/2015,23,11,2015,13.7844,24,33,33,90,deficit,-8.115681411,0.890298931,deficit,0.109701069,surplus,,,,,,,,,
11/24/2015,24,11,2015,16.0818,24,33,36,89,deficit,-1.866569972,0.651151024,deficit,0.348848976,surplus,,,,,,,,,
11/25/2015,25,11,2015,17.6134,24,33.5,37,90,surplus,8.567137961,1.132150359,surplus,-0.132150359,deficit,,,,,,,,,
11/26/2015,26,11,2015,10.7212,24,33,34,89,deficit,-2.026374647,0.669571644,deficit,0.330428356,surplus,,,,,,,,,
11/27/2015,27,11,2015,13.0186,24.5,34.5,35,91,surplus,17.63944835,1.060098146,surplus,-0.060098146,deficit,,,,,,,,,
11/28/2015,28,11,2015,14.5502,24,33.5,35,91,surplus,4.054242928,1.32741338,surplus,-0.32741338,deficit,,,,,,,,,
11/29/2015,29,11,2015,15.316,24.5,34,37,91,surplus,22.47066238,1.046575182,surplus,-0.046575182,deficit,,,,,,,,,
11/30/2015,30,11,2015,16.0818,24,34,37,92,surplus,18.48040772,1.057206904,surplus,-0.057206904,deficit,,,,,,,,,
12/1/2015,1,12,2015,18.3792,23,32.5,37,92,deficit,-10.68376688,0.914411165,deficit,0.085588835,surplus,,,,,,,,,
12/2/2015,2,12,2015,19.9108,23.5,32.5,28,75,deficit,-99.29787451,0.990029699,surplus,0.009970301,deficit,,,,,,,,,
12/3/2015,3,12,2015,15.93761538,22,30.5,30,65,deficit,-115.1282727,0.991388833,surplus,0.008611167,deficit,,,,,,,,,
12/4/2015,4,12,2015,16.0818,21,30,29,58,deficit,-143.1312045,0.993061877,surplus,0.006938123,deficit,,,,,,,,,
12/5/2015,5,12,2015,18.3792,20.5,32,28,76,deficit,-122.6205459,0.99191073,surplus,0.00808927,deficit,,,,,,,,,
12/6/2015,6,12,2015,17.6134,19,31,25,65,deficit,-167.5510365,0.994067079,surplus,0.005932921,deficit,,,,,,,,,
12/7/2015,7,12,2015,18.3792,20,33,22,56,deficit,-191.8639514,0.994814998,surplus,0.005185002,deficit,,,,,,,,,
12/8/2015,8,12,2015,18.3792,20.5,33,20,67,deficit,-173.5705762,0.994271658,surplus,0.005728342,deficit,,,,,,,,,
12/9/2015,9,12,2015,16.0818,18,32.5,22,84,deficit,-132.1311555,0.99248861,surplus,0.00751139,deficit,,,,,,,,,
12/10/2015,10,12,2015,16.8476,17.5,33.5,19,80,deficit,-158.5835753,0.993733691,surplus,0.006266309,deficit,,,,,,,,,
12/11/2015,11,12,2015,16.8476,18.5,34,14,77,deficit,-176.9491552,0.994380417,surplus,0.005619583,deficit,,,,,,,,,
12/12/2015,12,12,2015,18.3792,18,34,14,85,deficit,-183.1876434,0.994570754,surplus,0.005429246,deficit,,,,,,,,,
12/13/2015,13,12,2015,19.9108,17,33.2,15,85,deficit,-205.7037515,0.995162158,surplus,0.004837842,deficit,,,,,,,,,
12/14/2015,14,12,2015,17.6134,17,33,18,75,deficit,-184.545596,0.994610489,surplus,0.005389511,deficit,,,,,,,,,
12/15/2015,15,12,2015,18.3792,16,33,11,42,deficit,-285.1732,0.996505613,surplus,0.003494387,deficit,,,,,,,,,
12/16/2015,16,12,2015,19.9108,18,33.5,14,73,deficit,-225.2526988,0.995580163,surplus,0.004419837,deficit,,,,,,,,,
12/17/2015,17,12,2015,17.6134,15,33,16,80,deficit,-198.2598996,0.994981429,surplus,0.005018571,deficit,,,,,,,,,
12/18/2015,18,12,2015,19.145,15,32.5,16,65,deficit,-241.5037722,0.995876353,surplus,0.004123647,deficit,,,,,,,,,
12/19/2015,19,12,2015,18.3792,15,33,22,80,deficit,-180.5968136,0.994493295,surplus,0.005506705,deficit,,,,,,,,,
12/20/2015,20,12,2015,17.6134,17,32.5,22,77,deficit,-165.8052128,0.994004984,surplus,0.005995016,deficit,,,,,,,,,
12/21/2015,21,12,2015,17.6134,18.5,32.5,23,75,deficit,-154.1254926,0.993553606,surplus,0.006446394,deficit,,,,,,,,,
12/22/2015,22,12,2015,16.0818,17.5,32.5,22,61,deficit,-172.16467,0.99422515,surplus,0.00577485,deficit,,,,,,,,,
12/23/2015,23,12,2015,20.6766,17.5,33,21,76,deficit,-197.6193368,0.994965243,surplus,0.005034757,deficit,,,,,,,,,
12/24/2015,24,12,2015,15.316,16.5,33,17,45,deficit,-207.4936574,0.995203691,surplus,0.004796309,deficit,,,,,,,,,
12/25/2015,25,12,2015,16.0818,20,33.5,23,41,deficit,-188.368637,0.994719295,surplus,0.005280705,deficit,,,,,,,,,
12/26/2015,26,12,2015,16.0818,19.5,31,29,49,deficit,-163.2116299,0.993910297,surplus,0.006089703,deficit,,,,,,,,,
12/27/2015,27,12,2015,17.6134,20,33.5,26,74,deficit,-125.7970269,0.99211338,surplus,0.00788662,deficit,,,,,,,,,
12/28/2015,28,12,2015,18.3792,18.5,34.5,23,85,deficit,-132.2073654,0.992492908,surplus,0.007507092,deficit,,,,,,,,,
12/29/2015,29,12,2015,19.145,22,35.5,15,79,deficit,-153.9604353,0.99354674,surplus,0.00645326,deficit,,,,,,,,,
12/30/2015,30,12,2015,16.8476,16,34,16,95,deficit,-157.9769824,0.993709781,surplus,0.006290219,deficit,,,,,,,,,
12/31/2015,31,12,2015,17.6134,16,34,15,95,deficit,-170.3768929,0.994164908,surplus,0.005835092,deficit,,,,,,,,,
1/1/2016,1,1,2016,16.8476,17.5,33.5,20,62,deficit,-184.2209312,0.994601042,surplus,0.005398958,deficit,,,,,,,,,
1/2/2016,2,1,2016,19.145,18.5,33,25,59,deficit,-189.1107329,0.994739908,surplus,0.005260092,deficit,,,,,,,,,
1/3/2016,3,1,2016,17.6134,18.5,32,29,54,deficit,-170.2379229,0.994160172,surplus,0.005839828,deficit,,,,,,,,,
1/4/2016,4,1,2016,18.3792,20,34,27,80,deficit,-110.9983945,0.991071301,surplus,0.008928699,deficit,,,,,,,,,
1/5/2016,5,1,2016,14.5502,19,33.2,27,91,deficit,-78.99272897,0.987498864,surplus,0.012501136,deficit,,,,,,,,,
1/6/2016,6,1,2016,13.0186,19.4,34.5,24,76,deficit,-93.00895275,0.989362715,surplus,0.010637285,deficit,,,,,,,,,
1/7/2016,7,1,2016,14.5502,18.5,37,14,86,deficit,-130.4290575,0.992391332,surplus,0.007608668,deficit,,,,,,,,,
1/8/2016,8,1,2016,14.5502,18,35,35,100,deficit,-31.64604408,0.969368417,deficit,0.030631583,deficit,,,,,,,,,
1/9/2016,9,1,2016,16.0818,22,34,26,98,deficit,-42.11037296,0.976803727,deficit,0.023196273,deficit,,,,,,,,,
1/10/2016,10,1,2016,12.2528,23,33.5,50,98,surplus,56.64538725,1.017970942,surplus,-0.017970942,deficit,,,,,,,,,
11/1/2016,1,11,2016,16.8476,23,35,48,98,surplus,82.92970197,1.012205586,surplus,-0.012205586,deficit,,,,,,,,,
11/2/2016,2,11,2016,18.3792,23,34.5,23,98,deficit,-47.31188462,0.979301159,deficit,0.020698841,deficit,,,,,,,,,
11/3/2016,3,11,2016,15.316,21.5,33.5,37,97,deficit,-5.94294135,0.855968825,deficit,0.144031175,surplus,,,,,,,,,
11/4/2016,4,11,2016,13.8546,22,32,41,96,surplus,2.092413871,1.915403976,surplus,-0.915403976,deficit,,,,,,,,,
11/5/2016,5,11,2016,16.0818,23,34,34,96,surplus,1.34218817,3.922368709,surplus,-2.922368709,deficit,,,,,,,,,
11/6/2016,6,11,2016,20.6766,22.5,34.5,36,97,surplus,9.00459265,1.124928281,surplus,-0.124928281,deficit,,,,,,,,,
11/7/2016,7,11,2016,16.8476,24,35,38,100,surplus,54.32489181,1.018752968,surplus,-0.018752968,deficit,,,,,,,,,
11/8/2016,8,11,2016,14.5502,25,34.5,44,100,surplus,83.36267497,1.012141422,surplus,-0.012141422,deficit,,,,,,,,,
11/9/2016,9,11,2016,10.7212,23,29,75,99,surplus,73.75943466,1.013743922,surplus,-0.013743922,deficit,,,,,,,,,
1/20/2016,20,1,2016,16.8476,21.5,34,20,95,deficit,-85.15105242,0.988392481,surplus,0.011607519,deficit,,,,,,,,,
12/1/2016,1,12,2016,19.145,22,35,16,100,deficit,-95.61548584,0.989649692,surplus,0.010350308,deficit,,,,,,,,,
12/2/2016,2,12,2016,16.8476,19.5,34,5,93,deficit,-179.0312444,0.994445409,surplus,0.005554591,deficit,,,,,,,,,
12/3/2016,3,12,2016,16.8476,20,34,25,97,deficit,-75.90805085,0.98699746,surplus,0.01300254,deficit,,,,,,,,,
12/4/2016,4,12,2016,17.6134,19.5,32.5,12,28,deficit,-286.3523693,0.996519952,surplus,0.003480048,deficit,,,,,,,,,
12/5/2016,5,12,2016,19.145,21,34,8,69,deficit,-229.981767,0.995670654,surplus,0.004329346,deficit,,,,,,,,,
12/6/2016,6,12,2016,19.145,21,31.5,17,46,deficit,-245.7988627,0.995948117,surplus,0.004051883,deficit,,,,,,,,,
12/7/2016,7,12,2016,18.3792,21,32.5,19,38,deficit,-242.3119322,0.995890049,surplus,0.004109951,deficit,,,,,,,,,
12/8/2016,8,12,2016,13.7844,20,33,19,32,deficit,-189.4627599,0.99474963,surplus,0.00525037,deficit,,,,,,,,,
12/9/2016,9,12,2016,16.0818,20.5,33,19,40,deficit,-206.6611331,0.995184462,surplus,0.004815538,deficit,,,,,,,,,
1/30/2016,30,1,2016,16.0818,20.5,33.5,18,67,deficit,-156.7810045,0.993662101,surplus,0.006337899,deficit,,,,,,,,,
1/31/2016,31,1,2016,14.5502,18,33.5,23,78,deficit,-119.9272401,0.991730565,surplus,0.008269435,deficit,,,,,,,,,
2/1/2016,1,2,2016,18.3792,17,34.5,19,93,deficit,-151.5139551,0.993443223,surplus,0.006556777,deficit,,,,,,,,,
2/2/2016,2,2,2016,14.5502,18.5,33.5,31,100,deficit,-52.86500087,0.981435069,surplus,0.018564931,deficit,,,,,,,,,
2/3/2016,3,2,2016,18.3792,19.5,34,40,97,deficit,-16.59698934,0.943172097,deficit,0.056827903,surplus,,,,,,,,,
2/4/2016,4,2,2016,16.0818,20.5,35,32,96,deficit,-30.50729462,0.968261318,deficit,0.031738682,deficit,,,,,,,,,
2/5/2016,5,2,2016,17.6134,22,37,8,95,deficit,-136.8683486,0.992746704,surplus,0.007253296,deficit,,,,,,,,,
2/6/2016,6,2,2016,17.6134,22,37,18,99,deficit,-69.67311284,0.985850347,surplus,0.014149653,deficit,,,,,,,,,
2/7/2016,7,2,2016,17.6134,20.5,35,25,95,deficit,-72.15128673,0.9863297,surplus,0.0136703,deficit,,,,,,,,,
2/8/2016,8,2,2016,17.6134,22,35,22,98,deficit,-61.12171443,0.983902569,surplus,0.016097431,deficit,,,,,,,,,
2/9/2016,9,2,2016,16.8476,22,37.5,10,91,deficit,-127.5541727,0.992221178,surplus,0.007778822,deficit,,,,,,,,,
2/10/2016,10,2,2016,18.3792,21,37,2,69,deficit,-253.8752963,0.996076513,surplus,0.003923487,deficit,,,,,,,,,
2/11/2016,11,2,2016,17.6134,23,36.5,8,97,deficit,-118.9028155,0.991659912,surplus,0.008340088,deficit,,,,,,,,,
2/12/2016,12,2,2016,14.5502,17,34,28,96,deficit,-80.06826316,0.987664717,surplus,0.012335283,deficit,,,,,,,,,
2/13/2016,13,2,2016,12.2528,20,36,24,98,deficit,-44.84270199,0.978186277,deficit,0.021813723,deficit,,,,,,,,,
2/14/2016,14,2,2016,15.316,22,35,40,95,surplus,21.99670893,1.047626512,surplus,-0.047626512,deficit,,,,,,,,,
2/15/2016,15,2,2016,18.3792,23.5,35.5,38,94,surplus,38.64140892,1.026566487,surplus,-0.026566487,deficit,,,,,,,,,
2/16/2016,16,2,2016,16.8476,24,35.5,46,96,surplus,89.82678982,1.011257865,surplus,-0.011257865,deficit,,,,,,,,,
2/17/2016,17,2,2016,19.145,24,37.5,20,94,deficit,-43.35423056,0.977454236,deficit,0.022545764,deficit,,,,,,,,,
2/18/2016,18,2,2016,18.3792,24.5,37.5,38,93,surplus,77.19217759,1.013124707,surplus,-0.013124707,deficit,,,,,,,,,
2/19/2016,19,2,2016,17.6134,25,35.2,38,93,surplus,55.12909706,1.018474352,surplus,-0.018474352,deficit,,,,,,,,,
2/20/2016,20,2,2016,15.316,25,36.5,36,97,surplus,63.45312595,1.016012009,surplus,-0.016012009,deficit,,,,,,,,,
2/21/2016,21,2,2016,19.145,25,36.5,36,97,surplus,75.64880926,1.013396061,surplus,-0.013396061,deficit,,,,,,,,,
2/22/2016,22,2,2016,16.0818,25,37,31,96,surplus,41.8077582,1.024505144,surplus,-0.024505144,deficit,,,,,,,,,
2/23/2016,23,2,2016,17.6134,25,37.5,25,96,surplus,13.26372458,1.081541296,surplus,-0.081541296,deficit,,,,,,,,,
2/24/2016,24,2,2016,16.8476,25.5,37,61,95,surplus,217.0739493,1.004628045,surplus,-0.004628045,deficit,,,,,,,,,
2/25/2016,25,2,2016,15.316,25.5,37,38,97,surplus,86.48763533,1.011697598,surplus,-0.011697598,deficit,,,,,,,,,
2/26/2016,26,2,2016,13.0186,26,36,43,100,surplus,100.7382467,1.010026244,surplus,-0.010026244,deficit,,,,,,,,,
2/27/2016,27,2,2016,14.5502,26,36,47,98,surplus,123.9905092,1.008130709,surplus,-0.008130709,deficit,,,,,,,,,
2/28/2016,28,2,2016,17.6134,25.5,36,62,100,surplus,226.591821,1.004432785,surplus,-0.004432785,deficit,,,,,,,,,
2/29/2016,29,2,2016,15.316,25.5,32.5,65,100,surplus,154.7631328,1.00650351,surplus,-0.00650351,deficit,,,,,,,,,
3/1/2016,1,3,2016,13.0186,25,29.5,62,100,surplus,83.79721943,1.0120777,surplus,-0.0120777,deficit,,,,,,,,,
3/2/2016,2,3,2016,17.6134,24,35.7,25,98,deficit,-11.2739159,0.918526409,deficit,0.081473591,surplus,,,,,,,,,
3/3/2016,3,3,2016,18.3792,23.5,37,38,99,surplus,70.976381,1.014290536,surplus,-0.014290536,deficit,,,,,,,,,
3/4/2016,4,3,2016,13.7844,26,36,40,100,surplus,92.78760488,1.010894717,surplus,-0.010894717,deficit,,,,,,,,,
3/5/2016,5,3,2016,14.8356,25.5,35.5,60,98,surplus,170.6424638,1.005894751,surplus,-0.005894751,deficit,,,,,,,,,
3/6/2016,6,3,2016,13.7844,25,32.5,56,96,surplus,93.40126585,1.010822363,surplus,-0.010822363,deficit,,,,,,,,,
3/7/2016,7,3,2016,17.6134,23.5,36.5,48,100,surplus,121.4765207,1.008300373,surplus,-0.008300373,deficit,,,,,,,,,
3/8/2016,8,3,2016,16.0818,22.5,32.5,53,97,surplus,60.93046078,1.016686006,surplus,-0.016686006,deficit,,,,,,,,,
3/9/2016,9,3,2016,19.9108,22.5,34.5,51,97,surplus,92.95784618,1.010874548,surplus,-0.010874548,deficit,,,,,,,,,
3/10/2016,10,3,2016,22.2082,22.5,35.5,50,98,surplus,117.2781008,1.008600072,surplus,-0.008600072,deficit,,,,,,,,,
3/11/2016,11,3,2016,15.3162,26.5,34.5,54,99,surplus,152.6302901,1.006594988,surplus,-0.006594988,deficit,,,,,,,,,
3/12/2016,12,3,2016,18.7146,25.5,34.5,54,100,surplus,166.1732356,1.00605425,surplus,-0.00605425,deficit,,,,,,,,,
3/13/2016,13,3,2016,18.7398,23.5,31,67,100,surplus,131.6749703,1.007652575,surplus,-0.007652575,deficit,,,,,,,,,
3/14/2016,14,3,2016,17.3178,22,32,60,99,surplus,84.61290311,1.011959877,surplus,-0.011959877,deficit,,,,,,,,,
3/15/2016,15,3,2016,21.8952,22,32,35,100,deficit,-24.53556847,0.960838937,deficit,0.039161063,deficit,,,,,,,,,
3/16/2016,16,3,2016,20.844,24,35,54,100,surplus,161.1882659,1.006242655,surplus,-0.006242655,deficit,,,,,,,,,
3/17/2016,17,3,2016,16.8678,23,34,65,100,surplus,153.0022316,1.006578851,surplus,-0.006578851,deficit,,,,,,,,,
3/18/2016,18,3,2016,14.5502,23,31.5,64,100,surplus,95.27317889,1.010607471,surplus,-0.010607471,deficit,,,,,,,,,
3/19/2016,19,3,2016,20.6766,23,34,61,100,surplus,161.7848332,1.006219492,surplus,-0.006219492,deficit,,,,,,,,,
3/20/2016,20,3,2016,18.3792,25,34,60,99,surplus,173.0869327,1.005811016,surplus,-0.005811016,deficit,,,,,,,,,
3/21/2016,21,3,2016,20.6766,24.5,31,74,98,surplus,189.9158,1.005293363,surplus,-0.005293363,deficit,,,,,,,,,
3/22/2016,22,3,2016,16.8476,24,33,66,98,surplus,150.7771425,1.006676586,surplus,-0.006676586,deficit,,,,,,,,,
3/23/2016,23,3,2016,19.145,24,34.5,59,100,surplus,167.6567614,1.006000357,surplus,-0.006000357,deficit,,,,,,,,,
3/24/2016,24,3,2016,16.0818,22.5,33,64,100,surplus,118.9397114,1.008478908,surplus,-0.008478908,deficit,,,,,,,,,
3/25/2016,25,3,2016,18.3792,22,33.5,60,98,surplus,110.6304365,1.009121554,surplus,-0.009121554,deficit,,,,,,,,,
